Uoc,Isc,RserLfDfIEC,Rsh,FF,Eta,IRev1
0.6364882463195823,8.024890343757255,0.014209829475786431,915.8546011063064,76.64491832338541,17.157594476674923,0.21921405215534467
0.6374672316505995,8.567213129293531,0.019273482462178963,351.3572354483886,76.73015225218462,18.023479557903237,0.10805637613606306
0.6035848235504672,8.405169461509928,0.019520309479612946,716.2754454480956,77.00514560563258,16.33704612661568,0.07133030890008388
0.6851806834044527,8.976814755920275,0.011146406258386006,349.75253242502663,79.10437255122443,15.675904806645775,0.2686603362690699
0.6477158488491577,8.258627909994011,0.026067938905242186,651.8772823206622,76.75854497186093,21.43974832250377,0.05981615997206601
0.6025297570234628,9.900817878316015,0.025304259206489377,911.8690057287585,77.89153729910927,18.95574768197792,0.03337143178663644
0.6015376453694992,8.716765781005032,0.013103481528537997,334.10743936558305,75.59970559211396,18.23185040117157,0.5020700577049013
0.6739056315291363,8.499897941997878,0.013406039875686514,588.456775304113,76.1312004098238,23.57459890937374,0.07713744854289349
0.6608204117066209,9.032221684938118,0.02258293805872373,592.7744246171318,75.69809623888558,15.087464472415078,0.320882174091091
0.6026465991271878,8.192607623166165,0.013829001384653691,639.0381947307603,75.74202252482935,15.715447561869304,0.04303939793777469
0.6425854075529388,8.179868024220575,0.02636169487125678,915.525279234892,76.38821619217828,15.18920902046598,0.02153810803217469
0.6982537418738335,9.792897764844064,0.020610265603749667,103.56350140336122,75.09705259582243,22.92569727024761,0.13607463191939714
0.6956513086593916,8.147093343603826,0.025300276666408075,945.2411539628075,75.59568472559647,22.057023701945436,0.1364265500056892
0.6422163224531476,8.384018016940335,0.013715727406323671,942.6963520029543,78.04184231481999,22.546662543122636,0.08905860241000103
0.6246796753975732,9.066207747652971,0.012678502434623191,861.1972810398214,77.89471511520001,21.38211458363039,0.026584132101942992
0.6732603290893078,8.406588160149443,0.016300068394272765,821.4977823866147,79.25645767973192,23.50821604108601,0.11479184969714465
0.6749968921081514,9.856401163568075,0.01016270518090467,764.0995458889778,78.57065475884306,24.601176177173343,0.03399744660262312
0.6305177242900815,9.469705151059161,0.013704440769655093,726.2347113643928,79.69615057229788,20.47945764789114,0.016762863472579336
0.6053656083264009,9.966309342959471,0.016152209640648986,897.0387953816277,77.81932251794463,23.614013602170832,0.138874562908587
0.65232404374478,8.050351060040107,0.018811514888048136,378.5198480192786,79.26416974029308,20.936559590229017,0.22454408812363666
0.6944775145706971,9.961698843025484,0.02203465502564112,512.1559079177664,78.61547821055885,20.776382386983666,0.022644291302251502
0.6869401380064336,8.71925031667132,0.020214782585121834,625.9210643600147,76.34500202342798,22.53856439714587,0.30837021546276927
0.6039350425877537,9.794011747178285,0.02262996083258588,741.6885894964115,75.86664106058915,16.362522680116008,0.19512931002332118
0.6612889288696137,9.743888442322323,0.018942334355964763,84.0071867602086,76.12718821010576,20.485170250272386,0.1643973348271903
0.6333826984358762,8.745522409497418,0.017950900280353222,76.76464118478663,76.04046343154376,17.27064726097602,0.5280480517339509
0.6899448907001051,9.83984218210825,0.018150296507649048,881.8356516384478,78.90444708160923,22.942355760517096,0.24851905277167607
0.6180044932853981,8.885782549596762,0.015930941918885905,568.5211597374786,76.39398905329028,22.158181671628235,0.049923640114609674
0.6945081360628865,8.019022967844137,0.019263610763952277,142.78274408098895,76.63620698208705,23.637622621525033,0.5357030531495227
0.6496588427912748,9.705342269489112,0.015342922428869192,903.0225904114344,79.42745129795031,18.312116112948477,0.02162995843362489
0.6381217654867013,8.370373329389563,0.013320162176797705,953.4308017971681,75.49305063070412,23.410796750365975,0.4370737635686091
0.666808241963015,9.929871799573208,0.01088098857410107,72.09171059550137,78.66303591540317,15.613783161940383,0.16399170010010905
0.6997600464204902,9.648777934585778,0.012462553076635274,672.9151406663979,76.18467859977073,15.492486631885278,0.2338204314769329
0.645470120858672,9.517656604985028,0.02747532592152932,243.7645494613855,77.74438873746682,18.109368886181596,0.2542339072282481
0.636207333145642,8.215418215103773,0.01048968606609385,839.2895651923575,77.19773045940428,15.1477493379923,0.21320273103655082
0.6696501655775247,8.553845385358315,0.023627976555081125,725.9161375361952,76.29036477838292,20.939265952667675,0.027099654005026022
0.6661977624894755,8.529152068215716,0.015686419529177056,99.53931450297799,79.66000854046624,22.06853179306796,0.06679329355109875
0.6789566917984032,8.361694769635465,0.022757147586730735,193.0119574897991,79.51706712281329,20.17876882926302,0.09852288290369556
0.6214073632384743,9.9566170636522,0.01082743783734099,220.0142932820048,77.80770743969379,20.669898788708323,0.025981764401717275
0.6756483308338748,9.327620140650337,0.028070220695278668,296.8238422816553,78.56913258182273,15.43913926495137,0.08322322189103308
0.6575229446539579,8.924248982759027,0.02176610035189546,104.77962772025055,75.78523895606851,15.958961330636662,0.04169835179147453
0.6734460257487415,8.116036871890575,0.010174274732386792,206.8521479410644,78.15489027679415,23.521176366648632,0.11839366478570255
0.6362512993473514,8.055627349850496,0.023750045614298887,317.89609223431574,76.8192285638346,19.688494256796844,0.1841153648162544
