Uoc,Isc,RserLfDfIEC,Rsh,FF,Eta,IRev1
0.6418997619083803,9.002916453594409,0.025022306898599755,592.9167862894712,76.27405918308749,23.13383378660572,0.14461405927701176
0.619313348550349,9.413006673619154,0.020020355743624943,714.2281652919814,77.07426936059461,16.108996840264904,0.5842314530263523
0.6415658590903417,9.781786811499762,0.010378888169750562,200.55384309121501,79.08590424739799,15.859342330843383,0.1404786208007758
0.6346205880232302,8.968448225657326,0.019637953158675454,739.5590668086141,76.77936786176382,23.82421013572612,0.5328236107033405
0.6462620790078113,8.303352883260713,0.01841921567539388,454.18572741735136,76.70319530674446,21.42987696595264,0.012753196598654077
0.624751258309673,8.117039653303594,0.015316862070860655,285.04924249842304,78.65726417939196,22.222501771129515,0.016363183968401893
0.6823055512135405,9.723339310743336,0.018215706845802683,699.8705023247535,77.11385721867728,18.54861379528596,0.13757360578749595
0.6481554752550377,8.88182350260806,0.023292173243816567,780.9791856712175,79.4603816264309,15.588570236862047,0.13910732067343518
0.6230441978373791,8.338599284564747,0.026254935320460422,384.83114537595014,75.16485239993243,17.93629798319499,0.08106922366493483
0.6992093270914279,9.525534579203734,0.025843825259299277,292.49290152152275,79.08994266623884,21.39169954433363,0.837469976584521
0.615928905948448,9.07337192495108,0.020763081425783588,949.9139683181955,79.37735289034596,17.006308034372097,0.030382669807816377
0.6838558729557002,8.852248729185426,0.016301730132075136,509.5114605125285,78.61780504387053,20.9990939311093,0.511122995447899
0.6262116876671234,8.062633142695624,0.02673536053962685,777.4251560652796,77.54715028206284,23.06219656394009,0.3468973502333302
0.6311385289425394,9.735940610881842,0.022637055681318387,19.13968551973244,76.33398568800419,24.114862271444927,0.18856970074060925
0.6672873260351069,8.784150751817322,0.014940124786092272,473.00937978956745,75.44860380046038,22.9244019438467,0.04288846679548473
0.655086422359248,8.971077152398232,0.013393967419237193,511.1629143542991,78.88746432796246,17.128902879867137,0.8787221627329731
0.6512958156544533,9.131222530083281,0.025693702179908455,613.7691601728715,79.5125023348647,19.4838836592096,0.17195651594087166
0.6329799977417441,8.001596367003012,0.027487116813439988,832.7825988827929,75.32348424645757,23.649983851987898,0.27282183348511135
0.6143510105145069,9.032793194664835,0.01020261483969693,59.87733196340706,78.41324483392665,22.594060662283184,0.4829293591525346
0.6425219633006303,8.67491584856378,0.01184399057938697,590.8516294994876,78.06583889143378,19.94630283380996,0.011261708015694502
0.6401675742649053,8.782357644507098,0.015571572834393109,799.2222642216998,77.44298824015164,20.323121826202968,0.17629897396587074
0.6273948816107809,9.441288473274817,0.02045118322727791,838.2766895998427,78.3549984758222,16.381041426166625,0.10506396689460466
0.6800258189594668,9.909485551380161,0.020806763215171907,500.9239482874108,79.50494623241897,19.886832258086443,0.02811462647033123
0.6890230014182285,9.49980197235863,0.01412438673678535,874.3102761806549,77.54050298964972,17.44624684536098,0.8587389570140804
0.6433322784405667,9.221693914262438,0.0187646475458344,811.7077472873518,78.61152249266708,24.101094257591207,0.022525623505374324
0.6185639348107019,8.324803448648227,0.028206651452437004,470.45504519780354,78.89128917483178,23.51258286818334,0.29645407718142897
0.6583906914335341,9.302231136962867,0.02974404970554758,190.29236410588726,79.28796709208976,20.30313618141201,0.5447978765787095
